7,在平面直角坐标系中下列四个点在直线上的是
8,用“加减消元法”将方程组中的消去后可以得到的方程是
13,如图1△ABC中∠C=90°AB的垂直平分线交AC于点D连接BD.若AC=2BC=1则线段BD的长为?size=960
14,分式方程的解是
18,下列方程组中是二元一次方程组的是
20,如图所示小明和小龙做转陀螺游戏他们同时分别转动一个陀螺当两个陀螺都停下来时与桌面相接触的边上的数字都是奇数的概率是
21,如果函数y=kx+b(k≠0)的图象在第一、二、三象限那么函数y=kx²+bx+1的图象大致为
32,3的倒数是
42,将分式方程转化为一元一次方程时方程两边需同乘
46,已知数列中则
47,我国明代著名数学家程大位的《增删算法统宗》记载“绳索量竿”问题：“一条竿子一条索索比竿子长一托.折回索子却量竿却比竿子短一托.”其大意为：现有一根竿和一条绳索用绳索去量竿绳索比竿长5尺；如果将绳索对半折后再去量竿就比竿短5尺.设竿长为x尺根据题意列一元一次方程正确的是
52,某校九年级共有1、2、3、4四个班现从这四个班中随机抽取两个班进行一场篮球比赛则恰好抽到1班和2班的概率是
61,下列方程组中是二元一次方程组的是
71,下列各式中能用完全平方公式分解因式的是
86,某蓄水池的横断面示意图如下图所示分深水区和浅水区如果这个注满水的蓄水池以固定的流量从底部把水全部放出下面的图象能大致表示水的深度h和放水时间t之间的关系的是
87,从边长为的正方形内去掉一个边长为的小正方形（如图1）然后将剩余部分剪拼成一个矩形（如图2）上述操作所能验证的等式是
88,如图已知BC是圆柱底面的直径AB是圆柱的高.一只蜗牛从A点出发绕圆柱的侧面爬行到C点再回到A点时所爬过的最短路线的痕迹如图所示.若将圆柱侧面沿AB剪开所得的圆柱侧面展开图是
112,如图所示在矩形纸片中为边上两点且；为边上两点且沿虚线折叠使点落在点上点落在点上；然后再沿虚线折叠使落在点上点落在点上叠完后剪一个直径在上的半圆再展开则展开后的图形为
114,如图1△ABC中AB的垂直平分线交AC于点D连接BD.若AC=2BC=1则线段BD的长为
119,已知那么下列式子正确的是
121,下表是一项试验的统计数据表示皮球从高处落下时弹跳高度的关系.下面式子中正确表示这种关系的是
126,下列运算正确的是
132,如图在△ABC中DE∥BCAD=6DB=3则的值为
143,下列各项中同一函数的是
148,若α是第二象限角为其终边上一点且则sinα的值
151,如图右面的平面图形绕直线l旋转一周可以得到的立体图形是
153,若则sin2α＝
163,如图在等边三角形ABC中AB=2动点P从点A出发沿三角形边界按顺指针方向匀速运动一周点Q在线段AB上且满足AQ+AP=2设点P运动的时间为xAQ的长为y则y与x的函数图像大致是
165,若为一次函数则的取值是
177,下列各式是最简二次根式的是
186,将一个直角三角形绕它的最长边（斜边）旋转一周得到的几何体为
187,数轴上ab两点的位置如下图所示下列说法正确的是
198,已知满足方程组当取不同数值时那么之间一定成立的关系式是
200,王叔叔自驾车上班开始时匀速行驶途中因交通拥堵有一段时间无法行驶拥堵结束后为了赶时间提高了速度.下面图描述的是王叔叔上班途中的情况
212,已知数列满足则的前10项和等于
218,用科学记数法表示0.000567正确的是
219,用三角板作△ABC的边BC上的高下列三角板的摆放位置正确的是
220,在边长为a的正方形中挖去一个边长为b的小正方形（a＞b）（如图1）把余下的部分拼成一个长方形（如图2）根据两个图形中阴影部分的面积相等可以验证
226,在一个不透明的袋中装有3个红球和1个白球这些球除颜色外其余都相同搅匀后从中随机一次摸出两个球这两个球都是红球的概率是
230,下列图中是太阳光下形成的影子是
238,用配方法解一元二次方程时下列变形正确的是
249,如图正方形ABCD边长为1从某时刻起将线段AB、BC、CD、DA分别绕点A、B、C、D顺时针旋转相同角度若旋转后的四条线段所围成的封闭图形面积为则
250,已知则的值是
252,若偶函数f(x)在(-∞-1]上是增函数则下列关系式中成立的是
260,已知α∈(0π)若则sin2α＝
272,下列实数中是无理数的是
274,下列运算中正确的是
283,有一个长方形长为25宽为15在四个角上截去四个相同的小正方形然后把四个角折起来做成一个底面积为231的无盖长方体盒子求截去的小正方形的边长是多少？若设截去的小正方形的边长为x则可列方程为
291,若tanθ=0.8972用科学计算器求锐角θ的度数的正确按键顺序是
303,下列各图中∠1与∠2是对顶角的是
304,下列各式从左到右的变形正确的是
305,在△ABC中∠ABC＜20°三边长分别为abc.将△ABC沿直线BA翻折得到△ABC1；然后将△ABC1沿直线BC1翻折得到△A1BC1；再将△A1BC1沿直线A1B翻折得到△A1BC2；…….在翻折15次后所得图形的周长为
310,如图将沿方向向右平移得到若的周长为则四边形的周长为
313,如图所示的阴影部分是由x轴直线x=1以及曲线围成现向矩形区域OABC内随机投掷一点则该点落在阴影区域的概率是
316,已知k＞0那么函数的图象大致是
326,如图点的坐标为点是轴正半轴上的一动点以为边作等腰使设点的横坐标为点的纵坐标为能表示与的函数关系的图象大致是
335,某学生离家去学校由于怕迟到所以一开始就跑步等跑累了再走余下的路程.在下图中纵轴表示离学校的距离横轴表示出发后的时间则下图中的四个图形中较符合该学生走法的是
338,在如图所示的四个汽车标志图案中能用平移变换来分析其形成过程的图案是
339,若有意义则x应满足的条件是
340,如图这个几何体是由哪个图形绕虚线旋转一周形成的
344,比较两个数的大小下列式子中错误的是
345,在一个晴朗的上午乐乐拿着一块长方形木板在地面上形成的投影中不可能的是
347,在中若点D满足则有
359,计算结论正确的是
361,化简二次根式的结果是
363,如图在平面直角坐标系中点P在单位圆上的弧上角以为始边为终边则以下关系正确的是
366,在平面直角坐标系中二次函数的图象可能是
367,下列计算过程正确的是
370,妈妈为女儿做了一个正方体礼品盒（如右图）六个面上各有一个字连起来就是“预祝中考成功”其中“祝”的对面是“考”“成”的对面是“功”则它的平面展开可能是
374,a为有理数下列式子成立的是
393,下列方程是一元二次方程的是
394,不等式x≤2的解集在数轴上表示为
395,下列图形是轴对称图形的是
398,如图所示在一幅长宽的矩形风景画的四周镶一条金色纸边制成一幅矩形挂图如果要使整幅挂图的面积是设金色纸边的宽为那么满足的方程是
403,把二次函数y=x²-2x+4化为y=a(x-h)²+k的形式下列变形正确的是
406,如图是一个骰子的四幅展开图第四幅展开图中缺少圆点“？”处填涂正确的是
413,的计算结果是
416,如图四幅图象分别表示变量之间的关系请按图象的顺序将下面的四种情境与之对应排序.①②③④运动员推出去的铅球（铅球的高度与时间的关系）静止的小车从光滑的斜面滑下（小车的速度与时间的关系）一个弹簧由不挂重物到所挂重物的质量逐渐增加（弹簧的长度与所挂重物的质量的关系）小明从A地到B地后停留一段时间然后按原速度原路返回（小明离A地的距离与时间的关系）正确的顺序是
418,如图1正方形的边长为1动点从正方形的顶点出发沿着正方形的边长运动设点移动的路程为的面积为表示与之间函数关系的图象大致如图2所示则在以下四个选项中点的运动路线为.图1图2
422,命题的否定为
430,下列计算中正确的是
433,若函数在区间[a2a]上的最大值是最小值的3倍则的值为
438,若反比例函数的图象经过点（3-2）则该反比例函数的表达式为
443,函数的图像一定经过下列四个点中的
454,不等式≤的解集在数轴上表示正确的是
458,下列各式去括号正确的是
463,掷两次1元硬币至少有一次正面（币值一面）朝上的概率是
465,已知函数的部分图象如图所示则函数图象的一个对称中心是
466,用数轴表示不等式2-x>0解集正确的是
472,下列计算正确的是
476,下列图形中是中心对称图形的是
483,如图一只蚂蚁以均匀的速度沿台阶爬行那么蚂蚁爬行的高度随时间变化的图象大致是
484,是以下哪个一元二次方程的解
490,对式子进行配方变形正确的是
492,下列软件图标中是轴对称图形的是
493,如图△ABC中∠A=78°AB=4AC=6将△ABC沿图示中的虚线剪开剪下的阴影三角形与原三角形不相似的是
494,二次函数的图象上最低点的坐标是
497,下列函数中的偶函数是
504,定义运算若则下列等式中不正确的是
506,如果函数的图像关于点中心对称那么的最小值为
511,三个数的大小关系是
520,下列是我国四座城市的地铁标志图其中是中心对称图形的是
521,将分式方程转化为一元一次方程时方程两边需同乘
522,如图在中则下列说法中正确的是
523,在等边三角形、平行四边形、矩形、等腰直角三角形这些几何图形中既是中心对称图形又是轴对称图形的是
528,如图圆弧型声波DFE从坐标原点O向外传播若D是DFE弧与x轴的交点设OD=x（0≤x≤a）圆弧型声波DFE在传播过程中扫过平行四边形\(OABC\)的面积为y（图中阴影部分）则函数y=f（x）的图象大致是
543,下列各式与是同类二次根式的是
544,用图中两个可自由转动的转盘做“配紫色”游戏：分别旋转两个转盘若其中一个转出红色另一个转出蓝色即可配成紫色那么可配成紫色的概率是
546,已知向量则与向量同方向的单位向量是
547,下列标志是轴对称图形的是
548,数据显示2015年全国新建、改扩建校舍约为51660000平方米全面改善贫困地区义务教育薄弱学校基本办学条件工作取得明显成果.将数据51660000用科学记数发表示应为.[来源:Z+xx+k.Com]
551,如图：直角三角形纸片的两直角边长分别为68现将如图那样折叠使点与点重合折痕为则的值是
552,如图在中是形内任意一点.的面积分别为.则一定成立的是()
555,下列标志是轴对称图形的是
558,老北京的老行当中有一行叫做“抓彩卖糖”：商贩将高丽纸裁成许多小条用矾水在上面写上糖的块数最少一块多的是三块或五块再将纸条混合一起游戏时叫儿童随意抽取一张然后放入小水罐中浸湿即现出白道儿按照上面的白道儿数给糖一个商贩准备了10张质地均匀的纸条其中能得到一块糖的纸条有5张能得到三块糖的纸条有3张能得到五块糖的纸条有2张从中随机抽取一张纸条恰好是能得到三块糖的纸条的概率是
567,用代数式表示“m的3倍与n的差的平方”正确的是
573,已知α是第二象限角那么tanα的值等于
585,下列4个图形中线段BE是△ABC的高的是
588,在同一平面直角坐标系中函数y=mx+m与y=（m≠0）的图象可能是
596,清明节是中国传统节日它不仅是人们远足踏青的日子更是祭奠祖先、缅怀先人的节日。市民政局提供的数据显示今年清明节当天全市213处祭扫点共接待群众264000人将264000用科学计数法表示应为
602,如果函数的图象在第一、二、三象限那么函数的图象大致为
604,小明在书上看到了一个实验：如右图一个盛了水的圆柱形容器内有一个顶端拴了一根细绳的实心铁球将铁球从水面下沿竖直方向慢慢地匀速向上拉动.小明将此实验进行了改进他把实心铁球换成了材质相同的别的物体记录实验时间t以及容器内水面的高度h并画出表示h与t的函数关系的大致图象.如左下图所示.小明选择的物体可能是
607,如图所示将矩形纸片先沿虚线按箭头方向向右对折对折后的纸片沿虚线向下对折然后剪下一个小三角形再将纸片打开则打开后的展开图是
608,如图所示将两个圆柱体紧靠在一起从上面看这两个立体图形得到的平面图形是
611,下面每个表格中的四个数都是按相同规律填写的：根据此规律确定x的值为
615,在平面直角坐标系中第1个正方形ABCD的位置如图所示点A的坐标为（10）点D的坐标为（02）延长CB交x轴于点A1作第2个正方形A1B1C1C；延长C1B1交x轴于点A2作第3个正方形A2B2C2C1…按这样的规律进行下去第2011个正方形的面积为
618,在一段坡路小明骑自行车上坡的速度为每小时千米下坡时的速度为每小时千米.小明从坡底骑到坡顶再回到坡底则他在这段时间的平均速度是每小时千米
620,下列运算正确的是
630,下列从左到右的变形属于因式分解的是
631,在平面直角坐标系中点关于一、三象限角平分线的对称点坐标为
645,三张外观相同的卡片分别标有数字1、2、3从中随机一次抽出两张这两张卡片上的数字恰好都小于3的概率是
654,已知函数的图像与直线y=2的两个相邻交点的距离等于π则f(x)的单调递增区间是
658,已知一次函数则该函数图像一定经过的点是
659,如图点ABCDE为⊙O的五等分点动点M从圆心O出发沿线段OA→劣弧AC→线段CO的路线做匀速运动设运动的时间为t∠DME的度数为y则下列图象中表示y与t之间函数关系最恰当的是
660,下列投影不是中心投影的是
667,已知长方形的面积为20cm2设该长方形一边长为ycm另一边的长为xcm则y与x之间的函数图象大致是
675,不等式2x-3>1的解集在数轴上表示正确的是
676,用4700张纸装订成两种挂历500本其中甲种每本7张纸乙种每本13张纸.若甲种挂历有x本乙种挂历有y本则下面所列方程组正确的是
685,每年的3.12日是植树节某校七年级有120名学生参加植树节活动在活动中男生平均每人挖2个树坑女生平均每人种5课树这样恰好能使挖好的树坑都能种上树如果设该年级参加植树的男生和女生各有x和y人那么可列二元一次方程组为
690,如图所示四幅图中灯光与影子的位置最合理的是
691,已知且则等于
696,有理数ab在数轴上的位置如图所示那么下列结论中正确的是
701,下列式子中是分式的是
703,已知点（11）在反比例函数（k为常数k≠0）的图象上则这个反比例函数的大致图象是
708,则tanθ等于
711,如图所示在中将绕BC中点D逆时针旋转到使得点C恰好在线段EG上则EC
721,京剧被誉为我国国粹为传承民族文化房山区某中学开展了“京剧进课堂”的实践活动学生们制作了各式各样的脸谱.下列脸谱中不是轴对称图形的是
725,把分解因式得
726,函数的图象的一个对称中心是
731,下列几何体中主视图和俯视图都为矩形的是
735,如果那么的值等于
749,下列计算中正确的是
759,下列交通标志是轴对称图形的是
760,若代数式在实数范围内有意义则的取值范围是
761,已知则的部分图象大致为
771,下列App图标中既不是中心对称图形也不是轴对称图形的是
772,下列四个几何体中是圆锥的为
774,若有意义则应满足的条件是
776,在十九大召开期间“十九大”“习近平”“总书记”最受新闻网站关注。据统计关键词“十九大”在1.3万个网站中产生数据174000条。将174000用科学记数法表示为
781,下列计算中正确的一项是
782,二元一次方程有无数多个解下列四组数中不是该方程的解的是
785,下列图形中有可能是等腰三角形的是
786,下列图形中对称轴数量最多的是
790,下列二次根式中不能与合并的是
798,某洗衣机在洗涤衣服时经历了注水、清洗、排水三个连续过程（工作前洗衣机内无水）在这三个过程中洗衣机内水量y（升）与时间x（分）之间的函数关系对应的图象大致为
809,汽车经过启动、加速行驶、匀速行驶、减速行驶之后停车若把这一过程中汽车的行驶路程看作时间的函数其图象可能是
823,设是等比数列则
824,下列计算正确的是
825,下列图象中是函数图象的是
831,骰子是一种特殊的数字立方体（见右图）它符合规则：相对两面的点数之和总是7下面四幅图中可以还原成符合规则的骰子的是
834,若抛物线（m是常数）与直线有两个交点且这两个交点分别在抛物线对称轴的两侧则的取值范围是
844,如图为了测量某条河的宽度现在河边的一岸边任意取一点A又在河的另一岸边取两点B、C测得∠α=30°∠β=45°量得BC长为80米如果设河的宽度为x米那么下列关系式中正确的是
849,若直线与的交点在轴上那么等于
854,二次函数的图象如图所示根据图象可得与0的大小关系是
855,下图是几种汽车轮毂的图案图案绕中心旋转90°后能与原来的图案重合的是
863,方程组的解是
880,下列函数图像中属于轴对称图形且对称轴与y轴平行的是
893,下列各式由左边到右边的变形中是因式分解的是
898,在一次函数上若随的增大而减小则的取值范围是
901,下列运用等式性质进行的变形正确的是
904,如图已知在Rt△ABC中AB=AC=2在△ABC内作第一个内接正方形DEFG；然后取GF的中点P连接PD、PE在△PDE内作第二个内接正方形HIKJ；再取线段KJ的中点Q在△QHI内作第三个内接正方形…依次进行下去则第n个内接正方形的边长为
905,下列函数中不是偶函数的是
907,下列各式中能用平方差公式分解因式的是
908,下列几何体中主视图、左视图和俯视图完全相同的是
921,据中国电子商务研究中心监测数据显示2016年第一季度中国轻纺城的商品成交额达27800000000元将27800000000用科学记数法表示为
923,函数的部分图像如图所示则f(x)的单调递减区间为
928,如果分式的值为0则的值是
936,下列函数中最小正周期为π且图象关于直线对称的是
937,如图所示的图形面积由以下哪个公式表示
941,下列各式计算正确的是
943,观察下图把下面的图形绕着给定的直线旋转一周后可能形成的几何体是
945,下列图形中表示一次函数与正比例函数（、为常数且）的图像是下图中的
947,张老师在黑板上画出了如图所示的函数图象四位同学分别写出了表达式其中正确的是()?size=960
954,已知是三角形的内角则的值为
957,如图在平面直角坐标系中点A1、A2、A3…是x轴正半轴上的点且OA1=A1A2=A2A3=…分别过点A1、A2、A3…作y轴的平行线交反比例函数（x＞0）的图象于点B1、B2、B3…则△AnBnBn+1的面积等于
958,下列函数图像中属于轴对称图形且对称轴与y轴平行的是
964,均匀地向一个容器注水最后把容器注满在注水过程中水面高度随时间的变化规律如图所示（图中为一折线）则这个容器的形状为
965,如图在平面直角坐标系中一次函数与线段有公共点则的取值范围是
966,把二次函数化为的形式下列变形正确的是
967,通州区大运河森林公园占地面积10700亩是北京规模最大的滨河森林公园将10700用科学计数法表示为
971,下列变形中正确的是
973,下列各式中是最简二次根式的是
974,矩形草坪中如图所示的阴影部分计划铺设两条小路路的两边互相平行依照图中标注的数据则剩余草坪的面积为
979,若为一次函数则m的取值是
987,计算的结果是
990,在下列图形中∠1和∠2是对顶角的是
995,在Rt△ABC中∠C=90°sinB=则tanA的值是
998,下图是由几个相同的正方体搭成的一个几何体从上面看得到的平面图形是
1007,平面上OAB三点不共线设则△OAB的面积等于
1018,一个直角三角形的周长为2P其斜边长的最小值
1019,用符号表示“点A在直线l上直线l在平面α外”正确的是
1023,某工件的三视图如图所示现将该工件通过切割加工成一个体积尽可能大的长方体新工件并使新工件的一个面落在原工件的一个面内则原工件材料的利用率为（材料利用率=）
1029,如图有一个水平放置的透明无盖的正方体容器容器高8cm将一个球放在容器口再向容器内注水当球面恰好接触水面时测得水深为6cm如果不计容器的厚度则球的体积为
1033,如图根据计算长方形ABCD的面积可以说明下列哪个等式成立
1035,设集合集合则
1043,一件工作甲单独完成需要a天乙单独完成需要b天如果甲、乙二人合作那么每天的工作效率是
1044,若则下列不等式恒成立的是
1047,在△ABC中∠C=90°若AB=3BC=1则SinA的值为
1050,已知O是△ABC所在平面内一点D为BC中点且则
1056,若直线与平面内的一条直线平行则和的位置关系是
1060,如图左面的平面图形绕直线l旋转一周可以得到的立体图形是
1067,某商品原售价289元经过连续两次降价后售价为256元.设平均每次降价的百分率为则下面所列方程中正确的是
1074,阳光书店举行促销活动促销的方法是：消费超过100元时所购买图书按原价打8折后再减20元。若某套图书的原价为x元（x＞100）则购买该套图书实际需付款元
1075,某几何体的三视图如图所示则它的体积为
1076,下列函数中最小值为4的是
1083,棱长都是1的三棱锥的表面积为
1089,实数abc在数轴上的对应点的位置如图所示如果a+b=0那么下列结论正确的是
1091,一条光线从点（-2-3）射出经轴反射后与圆（x+3）²+（y-2）²=相切则反射光线所在直线的斜率为
1093,下列四个图中能用∠1、∠AOB、∠O三种方法表示同一个角的是
1099,在△ABC中若则最大角的余弦是
1102,在△ABC中若A=2B则a等于
1106,如图在正方形网格中记∠ABD＝α∠DEF＝β∠CGH＝γ则
1109,小华家要进行室内装修设计师提供了如下四种图案的地砖爸爸希望灰白两种颜色的地砖面积比例大致相同那么下面最符合要求的是
1114,如图在△ABC中DE∥BCAD=6DB=3则的值为
1116,2017年6月北京国际设计周面向社会公开征集“二十四节气”标识系统设计以期通过现代设计的手段尝试推动我国非物质文化遗产创新传承与发展下面四幅作品分别代表“立春”、“芒种”、“白露”、“大雪”其中是轴对称图形的是
1117,在Rt△ABC中∠C=90°若sinA=则cosB的值是
1120,如图为了测量河对岸AB两点之间的距离测量者从点C处可以观察到点AB从点D处可以观察到点AC从点E处可以观察到点BC.测量得到图中一些数据其中∠ACB=30°∠ACD=∠BCE=90°∠ADC=60°∠BEC=45°CD=30mCE=40m那么AB两点之间的距离是
1122,不等式的解集是
1129,已知圆O的半径为1PAPB为该圆的两条切线AB为切点那么的最小值为
1130,已知双曲线x²-4y²=4则其顶点到其渐近线的距离等于
1131,以下列各组数为边长不能构成直角三角形的是
1155,利用三角函数的单调性比较下列各组三角函数值其中正确的是
1158,下列图形能折叠成三棱柱的是
1159,下列命题中是真命题的是
1160,2016九上丰台期末
1164,下列各式中是最简二次根式的是
1172,北京2022年冬奥会会徽是以汉字“冬”为灵感来源设计的在下面右侧的四个图中能由下图经过平移得到的是
1178,我国古代数学著作《增删算法统宗》记载”绳索量竿”问题：“一条竿子一条索索比竿子长一托折回索子却量竿却比竿子短一托“其大意为：现有一根竿和一条绳索用绳索去量竿绳索比竿长5尺；如果将绳索对半折后再去量竿就比竿短5尺设绳索长x尺竿长y尺则符合题意的方程组是
1185,已知集合则
1205,实数abcd在数轴上的对应点的位置如图所示.若b+d=0则下列结论中正确的是
1209,若集合则下列结论正确的是
1210,设向量为单位向量且若则k
1223,已知是平面是直线则下列命题不正确的是
1224,《九章算术》是中国古代数学专著《九章算术》方程篇中有这样一道题：“今有善行者行一百步不善行者行六十步今不善行者先行一百步善行者追之问几何步及之？”这是一道行程问题意思是说：走路快的人走100步的时候走路慢的才走了60步；走路慢的人先走100步然后走路快的人去追赶问走路快的人要走多少步才能追上走路慢的人？如果走路慢的人先走100步设走路快的人要走x步才能追上走路慢的人那么下面所列方程正确的是
1233,已知集合若则实数a的取值范围是
1234,中国传统扇文化有着深厚的底蕴下列扇面图形既是轴对称图形又是中心对称图形的是
1241,是平面内一组基底则下面四组向量中不能作为一组基底的是
1245,正方体的棱长和外接球的半径之比为
1249,下列等式中使点M与点ABC一定共面的是
1253,已知为第三象限角则下列判断正确的是
1270,近几年手机支付用户规模增长迅速据统计2015年手机支付用户约为3.58亿人连续两年增长后2017年手机支付用户达到约5.27亿人如果设这两年手机支付用户的年平均增长率为x则根据题意可以列出方程为
1279,过点P(－√3－1)的直线l与圆x2＋y2＝1有公共点则直线l的倾斜角的取值范围是
1284,将一副直角三角尺按如图所示的不同方式摆放则图中相等的是
1286,根据制定中的通州区总体规划将通过控制人口总量上限的方式努力让副中心远离“城市病”。预计到2035年副中心的常住人口规模将控制在130万人以内初步建成国际一流的和谐宜居现代化城区。130万用科学记数法表示为
1295,在同一平面直角坐标系中函数y=ax2+bx与y=ax-b的图象可能是
1300,不等式组的解集在数轴上表示正确的是
1321,下列各式进行的变形中不正确的是
1322,在△ABC中AB＝2BC＝1.5∠ABC＝120°若使△ABC绕直线BC旋转一周则所形成的几何体的体积是
1327,已知abc分别为△ABC的三个内角ABC的对边向量m＝(2cosC－1－2)n＝(cosCcosC＋1).若m⊥n且a＋b＝10则△ABC周长的最小值为
1345,点G为△ABC的重心（三边中线的交点）设则等于
1347,中点为边的中点点为边的中点交于点若则等于
1348,已知集合则
1352,已知正四棱柱中则CD与平面所成角的正弦值等于
1353,0如右图将长方形纸片先沿虚线AB按箭头方向向右对折接着将对折后的纸片沿虚线CD向下对折然后剪下一个小三角形再将纸片打开打开后的展开图是
1354,下列式子中是分式的是
1358,下列计算正确的是
